train,test,model,layer,rank,limit,seed,directory,dspear,uuas
['de'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['de']/0,0.7548815473407449,0.7368739728397198
['en'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['en']/0,0.4173010397403604,0.39901392613095754
['en'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['en']/0,0.6997438845472598,0.621313035204567
['en'],['be'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/10000/['en']/0,0.7382007279354205,0.7040048438716374
['en'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['en']/0,0.7206059864028238,0.6584205518553758
['en'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['en']/0,0.730598203014177,0.6736441484300666
['en'],['be'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/7500/['en']/0,0.7371918657473732,0.6991609722342358
['en'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['en']/0,0.7396251577579158,0.7064267796903382
['es'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['es']/0,0.5020235932462399,0.43439148862555144
['es'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['es']/0,0.6939532733131858,0.5999481013753135
['es'],['be'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/10000/['es']/0,0.7519524731026261,0.699420465357668
['es'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['es']/0,0.7279923049313505,0.650289767321166
['es'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['es']/0,0.7444328923565449,0.678920508606522
['es'],['be'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/7500/['es']/0,0.7507468719372205,0.6854078366923276
['es'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['es']/0,0.7542271501488179,0.7073782544762564
['fi'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['fi']/0,0.40148624187842985,0.3785139693798114
['fi'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['fi']/0,0.6394297392176378,0.5433786004670876
['fi'],['be'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/10000/['fi']/0,0.739130934373104,0.6784015223596574
['fi'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['fi']/0,0.6952063564497667,0.5953637228613442
['fi'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['fi']/0,0.7147061803170028,0.6380935905198513
['fi'],['be'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/7500/['fi']/0,0.7328819999307168,0.6700112447020155
['fi'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['fi']/0,0.7447048711625095,0.6880892656344607
['fr'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['fr']/0,0.47336702470151487,0.42176282328518294
['fr'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['fr']/0,0.717460804612706,0.6275408701669406
['fr'],['be'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/10000/['fr']/0,0.7541257662066756,0.7107516650808754
['fr'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['fr']/0,0.7359701096726488,0.6665513363895856
['fr'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['fr']/0,0.7470018066740138,0.6884352564657037
['fr'],['be'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/7500/['fr']/0,0.7544876505839915,0.7043508347028804
['fr'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['fr']/0,0.7568551266095359,0.7148170573479803
['id'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['id']/0,0.43665190584762836,0.4032523138136839
['id'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['id']/0,0.6849611187211294,0.5956232159847764
['id'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['id']/0,0.7147632744904566,0.6306547876481273
['id'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['id']/0,0.7218135723553308,0.6430239598650636
['lt'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['lt']/0,0.4508719370579156,0.40186835048871206
['lt'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['lt']/0,0.677094973062215,0.569846899057175
['lt'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['lt']/0,0.7109088739058044,0.6224375054061068
['lt'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['lt']/0,0.7124322785883948,0.627367874751319
['lv'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['lv']/0,0.4219543689656526,0.38958567597958654
['lv'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['lv']/0,0.6447416547655868,0.557391229132428
['lv'],['be'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/10000/['lv']/0,0.7466514561121012,0.7084162269699853
['lv'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['lv']/0,0.7003990300283216,0.6369691203183115
['lv'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['lv']/0,0.7306490924134177,0.672173687397284
['lv'],['be'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/7500/['lv']/0,0.7322267317545172,0.6850618458610847
['lv'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['lv']/0,0.7493809730366131,0.7114436467433612
['pl'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['pl']/0,0.3929236396920951,0.39970590779344345
['pl'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['pl']/0,0.5634089024171375,0.5405241761093331
['pl'],['be'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/10000/['pl']/0,0.7637233103875424,0.7614393218579708
['pl'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['pl']/0,0.6934843662590561,0.6723466828129054
['pl'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['pl']/0,0.739354752760794,0.7292621745523744
['pl'],['be'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/7500/['pl']/0,0.7615115483362533,0.7545195052331113
['pl'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['pl']/0,0.7687226890466192,0.7609203356111063
['ru'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['ru']/0,0.3901450872604834,0.36744226278003633
['ru'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['ru']/0,0.6897589259767483,0.6234754778998357
['ru'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['ru']/0,0.7475538881905914,0.7180174725369778
['ru'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['ru']/0,0.7607449061748247,0.737825447625638
['ru'],['be'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/7500/['ru']/0,0.7700596440679325,0.7668886774500476
['ru'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['ru']/0,0.7860620202973968,0.7919730127151631
['slk'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['slk']/0,0.4052374330157807,0.39546752011071706
['slk'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['slk']/0,0.6866251684811904,0.6218320214514316
['slk'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['slk']/0,0.7221603188452185,0.6820344260877087
['slk'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['slk']/0,0.7332825740886469,0.7130871031917654
['slk'],['be'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/7500/['slk']/0,0.7376008024943311,0.7150765504714125
['slk'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['slk']/0,0.7405339692094561,0.7273592249805381
['slv'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['slv']/0,0.4372183581383389,0.40567424963238474
['slv'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['slv']/0,0.7142179564459239,0.633768705129314
['slv'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['slv']/0,0.7426625040234657,0.6858403252313814
['slv'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['slv']/0,0.7559938261318574,0.7142980711011159
['slv'],['be'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/7500/['slv']/0,0.7678383495235955,0.7404203788599603
['slv'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['slv']/0,0.7707431882232945,0.7546925006487328
['uk'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['uk']/0,0.44020383129803237,0.4048092725542773
['uk'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['uk']/0,0.7060813990295921,0.6387855721823371
['uk'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['uk']/0,0.7489420925356941,0.709194706340282
['uk'],['be'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/5000/['uk']/0,0.7732078769488927,0.7593633768705129
['uk'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['uk']/0,0.7696113342861296,0.7488106565176023
['zh'],['be'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/100/['zh']/0,0.39279356281633737,0.4003978894559294
['zh'],['be'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/1000/['zh']/0,0.5842848076334739,0.5382752357062538
['zh'],['be'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/2500/['zh']/0,0.632467358671705,0.5861084681255947
['zh'],['be'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['be']/None/['zh']/0,0.6525572460624693,0.6123172735922499
['be'],['cs'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/100/['be']/0,0.4186492882701738,0.3624473439250272
['be'],['cs'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/1000/['be']/0,0.7125511418204258,0.5908997680766136
['be'],['cs'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/10000/['be']/0,0.7886951311335472,0.7407191202688418
['be'],['cs'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/2500/['be']/0,0.7556049382433183,0.6684442200590064
['be'],['cs'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/5000/['be']/0,0.7788335972434844,0.7110502816212549
['be'],['cs'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/7500/['be']/0,0.7844292885035233,0.7294621586229746
['be'],['cs'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/None/['be']/0,0.7993801600858861,0.7622390861903033
['cs'],['cs'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/100/['cs']/0,0.4529101661125106,0.3620844705993721
['cs'],['cs'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/1000/['cs']/0,0.7672863426181465,0.640818516005869
['cs'],['cs'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/10000/['cs']/0,0.8308386692987312,0.8039221873372987
['cs'],['cs'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/2500/['cs']/0,0.8086158019876086,0.7516289856901693
['cs'],['cs'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/5000/['cs']/0,0.8204808354410266,0.7787655996087279
['cs'],['cs'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/7500/['cs']/0,0.8258713110372703,0.7978480034078539
['cs'],['cs'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/None/['cs']/0,0.844637148181296,0.8362494675228374
['de'],['cs'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/100/['de']/0,0.41414232679667323,0.36042787498225076
['de'],['cs'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/1000/['de']/0,0.6836377906977311,0.5938658630863165
['de'],['cs'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/2500/['de']/0,0.7676721019783607,0.6970954356846473
['de'],['cs'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/5000/['de']/0,0.7867034245046425,0.7217077134247354
['de'],['cs'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/7500/['de']/0,0.7921137915212014,0.7362699777542874
['de'],['cs'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/None/['de']/0,0.8007976528173945,0.751045232948898
['en'],['cs'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/100/['en']/0,0.4192703084531372,0.35162425255983465
['en'],['cs'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/1000/['en']/0,0.7121769713090099,0.5721329062997965
['en'],['cs'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/10000/['en']/0,0.7788782505181543,0.714466024012748
['en'],['cs'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/2500/['en']/0,0.7585552227948189,0.6506555385513466
['en'],['cs'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/5000/['en']/0,0.7688296838089542,0.6835902371298298
['en'],['cs'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/7500/['en']/0,0.7759433218477928,0.7037060410520171
['en'],['cs'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/None/['en']/0,0.7810959230633799,0.7206900904027894
['es'],['cs'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/100/['es']/0,0.5397966007233063,0.42226622280422194
['es'],['cs'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/1000/['es']/0,0.7469717107804051,0.6019358503068646
['es'],['cs'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/10000/['es']/0,0.7971118749891779,0.7008109429973337
['es'],['cs'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/2500/['es']/0,0.7708367806809335,0.6505529873940962
['es'],['cs'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/5000/['es']/0,0.7904983586578903,0.6853888266569901
['es'],['cs'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/7500/['es']/0,0.7922032911153177,0.6839452219049272
['es'],['cs'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/None/['es']/0,0.7995650204988628,0.7096145654197498
['fi'],['cs'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/100/['fi']/0,0.40703569522569216,0.3435227111370557
['fi'],['cs'],mBERT,6,128,1000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/1000/['fi']/0,0.6605113260836681,0.5187195304734709
['fi'],['cs'],mBERT,6,128,10000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/10000/['fi']/0,0.779233592282664,0.6793935282331225
['fi'],['cs'],mBERT,6,128,2500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/2500/['fi']/0,0.7289465353841657,0.5860719751352886
['fi'],['cs'],mBERT,6,128,5000,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/5000/['fi']/0,0.7573496816588228,0.6365113674013537
['fi'],['cs'],mBERT,6,128,7500,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/7500/['fi']/0,0.770264036219384,0.6600034709622454
['fi'],['cs'],mBERT,6,128,,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/None/['fi']/0,0.7813860112738773,0.6924096366533613
['fr'],['cs'],mBERT,6,128,100,0,/home/amysiak/thesis/multilingual-probing-visualization/probingOutputs/all_slavic/BERT-disk_128/['cs']/100/['fr']/0,0.47094226691460683,0.38936307842796963
